Entity,Label
Hogwarts,PERSON
the Great Hall,FAC
Harry,PERSON
McGonagall,ORG
four,CARDINAL
the first years,DATE
Harry,PERSON
a few seconds,TIME
131,CARDINAL
Harry Potter,PERSON
"the Philosophers Stone - J.K. Rowling 




",ORG
The Sorting Hat,ORG
Gryffindor,GPE
Hufflepuff,GPE
Hufflepuffs,NORP
Ravenclaw,ORG
"Slytherin 

Page",LOC
132,CARDINAL
Harry Potter,PERSON
"the Philosophers Stone - J.K. Rowling 




",ORG
four,CARDINAL
Ron,PERSON
Harry,PERSON
Fred,PERSON
Harry,PERSON
Harry,PERSON
House,ORG
McGonagall,PERSON
Abbott,GPE
Hannah,PERSON
133,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
HUFFLEPUFF,ORG
Hannah,PERSON
Hufflepuff,ORG
Harry,PERSON
Susan,PERSON
HUFFLEPUFF,ORG
Susan,PERSON
Hannah,PERSON
Terry,PERSON
RAVENCLAW,ORG
second,ORDINAL
Ravenclaws,ORG
Terry,PERSON
"Brocklehurst, Mandy",WORK_OF_ART
Ravenclaw,ORG
"Brown, Lavender",WORK_OF_ART
first,ORDINAL
Harry,PERSON
Ron’s,PERSON
"Bulstrode, Millicent",WORK_OF_ART
Slytherin,NORP
Harry’s,PERSON
Slytherin,ORG
Dudley,PERSON
134,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Finch-Fletchley,WORK_OF_ART
Justin,ORG
HUFFLEPUFF,WORK_OF_ART
Harry,PERSON
House,ORG
Finnigan,GPE
Seamus,GPE
Harry,PERSON
"Granger, Hermione",WORK_OF_ART
Ron,PERSON
Harry,PERSON
Neville Longbottom,PERSON
Neville,GPE
Neville,PERSON
MacDougal,GPE
Morag,GPE
Malfoy,PERSON
SLYTHERIN,WORK_OF_ART
Malfoy,PERSON
Crabbe and Goyle,ORG
135,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Moon,PERSON
Nott,ORG
Perks,WORK_OF_ART
"Potter, Harry!",WORK_OF_ART
Harry,PERSON
The Harry Potter,WORK_OF_ART
Harry,PERSON
Harry,PERSON
Slytherin,ORG
Slytherin,ORG
Harry,PERSON
Gryffindor,PERSON
Slytherin,GPE
136,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Weasley,PERSON
Potter,PERSON
Harry,PERSON
Harry,PERSON
Hagrid,GPE
Harry,PERSON
the High Table,ORG
Albus Dumbledore,ORG
Harry,PERSON
the Chocolate Frog,LAW
Dumbledore,PERSON
Harry,PERSON
Quirrell,PERSON
the Leaky Cauldron,ORG
only four,CARDINAL
Thomas,PERSON
Dean,PERSON
Ron,PERSON
Harry,PERSON
Gryffindor,PERSON
Turpin,ORG
Lisa,PERSON
Ravenclaw,ORG
Ron’s,PERSON
Harry,PERSON
second,ORDINAL
Harry,PERSON
Ron,PERSON
Ron,PERSON
Percy Weasley,PERSON
Harry,PERSON
Slytherin,ORG
McGonagall,PERSON
Harry,PERSON
ages ago,DATE
137,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Albus Dumbledore,PERSON
a new year,DATE
Harry,PERSON
Percy,PERSON
Percy,PERSON
Harry,PERSON
Harry’s,PERSON
one,CARDINAL
Yorkshire,PERSON
Dursleys,PERSON
Harry,PERSON
Dudley,PERSON
Harry,PERSON
Harry,PERSON
Harry,PERSON
138,QUANTITY
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
nearly five hundred years,DATE
Nicholas de Mimsy-Porpington,ORG
Gryffindor Tower,FAC
Ron,PERSON
Nicholas de Mimsy,PERSON
Seamus,GPE
Finnigan,GPE
Nicholas,PERSON
House Championship,FAC
this year,DATE
the cup six years in a row,DATE
The Bloody Baron’s,ORG
Slytherin,WORK_OF_ART
Harry,PERSON
Slytherin,NORP
Malfoy,PERSON
Harry,PERSON
139,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Seamus,GPE
Harry,PERSON
Seamus,GPE
Muggle,PRODUCT
Neville,GPE
Ron,PERSON
Neville,ORG
Muggle,PRODUCT
eight,CARDINAL
Great Auntie Enid,ORG
140,CARDINAL
Harry Potter,PERSON
the Philosophers Stone -J.K.,ORG
Gran,PERSON
Harry,PERSON
Percy Weasley,PERSON
Hermione,PERSON
Transfiguration,GPE
Harry,PERSON
McGonagall,PERSON
Dumbledore,PERSON
Quirrell,ORG
Quirrell,ORG
Harry’s,PERSON
Harry,PERSON
Harry,PERSON
Percy,PERSON
Harry,PERSON
Harry,PERSON
141,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Quirrell,PERSON
Percy,PERSON
Quirrell,ORG
Quirrell,ORG
the Dark Arts,ORG
Snape,LOC
Harry,PERSON
Snape,ORG
Dumbledore,PERSON
Ahem,ORG
Dumbledore ’s,WORK_OF_ART
Weasley,PERSON
Filch,PERSON
the second week,DATE
House,ORG
Madam Hooch,PERSON
this year,DATE
142,CARDINAL
Harry Potter,PERSON
the Philosophers Stone -J.K. Rowling,ORG
Harry,PERSON
Percy,GPE
Percy,PERSON
Dumbledore,ORG
Dumbledore,PRODUCT
Harry,PERSON
Dumbledore,PERSON
Dumbledore,PERSON
"Hogwarts, Hogwarts,",WORK_OF_ART
Hoggy Warty Hogwarts,PERSON
143,CARDINAL
Harry Potter,PERSON
the Philosophers Stone -J.K.,ORG
Weasley,PERSON
Dumbledore,PERSON
first years,DATE
Percy,PERSON
the Great Hall,FAC
Harry,PERSON
Percy,PERSON
Harry,PERSON
Percy,PERSON
Peeves,WORK_OF_ART
the first years,DATE
144,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
the Bloody Baron,ORG
Oooooooh,PERSON
Peeves,ORG
Percy,PERSON
Neville,ORG
Peeves,ORG
Percy,PERSON
The Bloody Baron’s,ORG
Password,PRODUCT
Caput Draconis,PERSON
Percy,PERSON
Neville,ORG
squashy,NORP
Percy,PERSON
145,CARDINAL
Harry Potter,PERSON
the Philosophers Stone -J.K. Rowling,ORG
five,CARDINAL
Ron,PERSON
Harry,PERSON
Harry,PERSON
Ron,PERSON
Harry,PERSON
Quirrell,ORG
Slytherin,ORG
Harry,PERSON
Slytherin,GPE
Malfoy,PERSON
Malfoy,PERSON
Snape,ORG
Harry,PERSON
next day,DATE
146,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Harry,PERSON
the next day,DATE
Harry,PERSON
a hundred and forty-two,CARDINAL
Friday,DATE
147,CARDINAL
Harry Potter,PERSON
"the Philosophers Stone -J.K. Rowling 



",ORG
Harry,PERSON
one,CARDINAL
Gryffindors,ORG
Poltergeist,NORP
two,CARDINAL
Peeves,ORG
Argus Filch,ORG
Harry,PERSON
Ron,PERSON
their very first morning,TIME
Filch,PERSON
third,ORDINAL
Quirrell,PERSON
Filch,ORG
Norris,PERSON
Filch,PERSON
Filch,PERSON
"two 
seconds",TIME
148,CARDINAL
Harry Potter,PERSON
the Philosophers Stone -J.K.,ORG
Weasley,PERSON
Norris,PERSON
Harry,PERSON
midnight,TIME
Three,CARDINAL
Herbology,PERSON
Sprout,PERSON
Magic,ORG
"next 
morning",TIME
Emeric the Evil,ORG
Uric,PERSON
Flitwick,PERSON
Charms,ORG
first,ORDINAL
Harry’s,PERSON
McGonagall,PERSON
Harry,PERSON
149,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
first,ORDINAL
Hogwarts,PERSON
"Hermione 
Granger",PERSON
McGonagall,PERSON
Defense Against the Dark Arts,ORG
Quirrell,ORG
Romania,GPE
African,NORP
one,CARDINAL
Seamus,GPE
Finnigan,GPE
Quirrell,ORG
Quirrell,ORG
Weasley,PERSON
Quirrell,ORG
150,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Harry,PERSON
Muggle,PRODUCT
Ron,PERSON
Friday,DATE
an important day,DATE
Harry,PERSON
Ron,PERSON
"the Great 
Hall",FAC
today,DATE
Harry,PERSON
Ron,PERSON
Double Potions,WORK_OF_ART
Slytherins,LOC
Ron,PERSON
Snape’s Head,WORK_OF_ART
Slytherin House,ORG
Wish McGonagall,WORK_OF_ART
Harry,PERSON
McGonagall,PERSON
Gryffindor House,ORG
the day before,DATE
Harry,PERSON
first,ORDINAL
about a hundred,CARDINAL
the Great Hall,FAC
Hedwig,NORP
Harry,PERSON
This morning,TIME
Harry,PERSON
151,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Dear Harry,PERSON
Friday,DATE
first week,DATE
Hedwig,NORP
Hagrid,GPE
Harry,PERSON
Ron’s quill,PERSON
Hedwig,NORP
Harry,PERSON
Hagrid,GPE
Potions,NORP
Harry,PERSON
Snape,PERSON
first,ORDINAL
Potions,NORP
Snape,ORG
Harry,PERSON
one,CARDINAL
creepy,NORP
Flitwick,FAC
Flitwick,FAC
Harry’s,ORG
Harry Potter,PERSON
Draco Malfoy,PERSON
Crabbe and Goyle,ORG
Snape,ORG
Hagrid,GPE
Hagrid,GPE
152,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
McGonagall,PERSON
Snape,ORG
Harry,PERSON
Ron,PERSON
"Hermione 
Granger",PERSON
Snape,ORG
Harry,PERSON
Ron,PERSON
Hermione,ORG
Harry,PERSON
Snape,ORG
Hermione,ORG
153,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Harry,PERSON
"Malfoy, Crabbe",ORG
Goyle,PERSON
Potter,PERSON
Harry,PERSON
Snape,PRODUCT
Fungi,PERSON
Snape,ORG
Hermione,ORG
Potter,PERSON
Hermione,ORG
Harry,PERSON
Harry,PERSON
Seamus,GPE
Seamus,GPE
Hermione,ORG
Potter,PERSON
154,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Snape,ORG
Gryffindor House,ORG
Potter,PERSON
Gryffindors,ORG
Malfoy,PERSON
Malfoy,PERSON
Neville,ORG
Seamus,GPE
Neville,ORG
Snape,ORG
one,CARDINAL
Snape,ORG
Seamus,GPE
Harry,PERSON
Ron,PERSON
Neville,GPE
155,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Harry,PERSON
Ron,PERSON
Snape,ORG
"an hour 
later",TIME
Harry’s,PERSON
two,CARDINAL
Gryffindor,PERSON
first week,DATE
Snape,ORG
Ron,PERSON
Snape,ORG
Fred,PERSON
George,PERSON
Hagrid,GPE
five to three,CARDINAL
Harry,PERSON
Hagrid,GPE
Fang,PERSON
Hagrid,GPE
Fang,PERSON
only one,CARDINAL
156,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Hagrid,GPE
Fang,PERSON
Ron,PERSON
Hagrid,GPE
Fang,PERSON
Ron,PERSON
Harry,PERSON
Hagrid,GPE
Weasley,GPE
Hagrid,GPE
Ron’s,PERSON
half,CARDINAL
Harry,PERSON
Ron,PERSON
Hagrid,GPE
first,ORDINAL
Harry,PERSON
Harry,PERSON
Ron,PERSON
Hagrid,GPE
Filch,PERSON
Norris,PERSON
Fang,PERSON
Filch,PERSON
Harry,PERSON
Hagrid,GPE
Snape,ORG
Hagrid,GPE
Ron,PERSON
Harry,PERSON
Snape,ORG
Hagrid,GPE
157,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Harry,PERSON
Hagrid,GPE
Charlie,PERSON
Hagrid,GPE
Ron,PERSON
Harry,PERSON
Hagrid,GPE
Ron,PERSON
Hagrid,GPE
Charlie,PERSON
Harry,PERSON
"the Daily Prophet : 

GRINGOTTS BREAK-IN LATEST 

Investigations",WORK_OF_ART
Gringotts,PERSON
3 1 July,DATE
Dark,ORG
Gringotts,PERSON
today,DATE
the same day,DATE
Gringotts,PERSON
this afternoon,TIME
Harry,PERSON
Ron,PERSON
rob Gringotts,PERSON
Ron,PERSON
Hagrid,GPE
Harry,PERSON
Gringotts,PERSON
Hagrid,GPE
Harry,PERSON
Harry,PERSON
earlier that same day,DATE
Hagrid,GPE
seven,CARDINAL
158,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
hundred and thirteen,CARDINAL
Harry,PERSON
Ron,PERSON
Harry,PERSON
Hagrid,GPE
Hagrid,GPE
Hagrid,GPE
Snape,PRODUCT
Harry,PERSON
159,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
9,CARDINAL
Harry,PERSON
Dudley,PERSON
Draco Malfoy,ORG
first-year,DATE
Slytherins,LOC
Malfoy,PERSON
Gryffindor,GPE
Thursday,DATE
Slytherin,ORG
Harry,PERSON
Malfoy,PERSON
Ron,PERSON
Malfoy,PERSON
Quidditch,PERSON
160,CARDINAL
Harry Potter,PERSON
the Philosophers Stone -J.K.,ORG
Malfoy,PERSON
about first years,DATE
House,ORG
Seamus Finnigan,PERSON
Ron,PERSON
Charlie,PERSON
Quidditch,NORP
Ron,PERSON
"Dean 
Thomas",PERSON
Ron,PERSON
only one,CARDINAL
Harry,PERSON
Ron,PERSON
Dean,PERSON
West,LOC
Neville,ORG
Harry,PERSON
Neville,GPE
Hermione Granger,PERSON
Neville,GPE
Thursday,DATE
Quidditch Through,WORK_OF_ART
Neville,PERSON
Hermione,PERSON
Harry,PERSON
Hagrid,GPE
Malfoy,PERSON
Malfoy ’s,PERSON
161,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Slytherin,NORP
Neville,GPE
It’s a Remembrall,WORK_OF_ART
Remembrall,PERSON
Neville,PERSON
Draco Malfoy,PERSON
Gryffindor,PERSON
Remembrall,PERSON
Harry,PERSON
Ron,PERSON
half,CARDINAL
Malfoy,PERSON
McGonagall,PERSON
Malfoy’s,PERSON
Remembrall,WORK_OF_ART
Malfoy,PERSON
Remembrall,PERSON
Crabbe and Goyle,WORK_OF_ART
three-thirty,CARDINAL
Harry,PERSON
Ron,PERSON
Gryffindors,ORG
first,ORDINAL
Page,ORG
162,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Slytherins,LOC
twenty,CARDINAL
Fred,PERSON
George Weasley,PERSON
Madam Hooch,PERSON
Harry,PERSON
Stick,FAC
Madam Hooch,PERSON
Harry’s,PERSON
Hermione Granger’s,PERSON
Neville,ORG
Harry,PERSON
Neville,GPE
Hooch,PERSON
Harry,PERSON
Ron,PERSON
Malfoy,PERSON
years,DATE
163,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Madam Hooch,PERSON
a few feet,QUANTITY
three,CARDINAL
two,CARDINAL
Neville,GPE
Neville,PERSON
"twelve 
feet",QUANTITY
twenty feet,QUANTITY
Harry,PERSON
Neville,GPE
Hooch,PERSON
Neville,GPE
Broken,PERSON
Harry,PERSON
Hogwarts,PERSON
Neville,GPE
Madam Hooch,PERSON
164,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Malfoy,PERSON
Slytherins,ORG
Malfoy,PERSON
Parvati Patil,PERSON
Longbottom,GPE
Pansy,PRODUCT
Slytherin,ORG
Parvati,GPE
Malfoy,PERSON
Longbottom,GPE
Malfoy,PERSON
Harry,PERSON
Malfoy,PERSON
Longbottom,GPE
Harry,PERSON
Malfoy,PERSON
Potter,PERSON
Harry,PERSON
Hermione Granger,PERSON
Hooch,PERSON
165,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Harry,PERSON
Ron,PERSON
Malfoy,PERSON
Malfoy,PERSON
Harry,PERSON
Malfoy,PERSON
Harry,PERSON
Malfoy,PERSON
Harry,PERSON
No Crabbe and Goyle up,WORK_OF_ART
Malfoy,PERSON
Harry,PERSON
Malfoy,PERSON
Harry,PERSON
next second,TIME
166,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Remembrall,PERSON
McGonagall,PERSON
McGonagall,PERSON
Patil,PERSON
Malfoy,PERSON
Weasley,PERSON
Harry,PERSON
"Malfoy, Crabbe",ORG
Goyle’s,PERSON
McGonagall,PERSON
McGonagall,PERSON
two weeks,DATE
ten minutes,TIME
167,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
McGonagall,PERSON
Harry,PERSON
Dumbledore,PERSON
Hagrid,GPE
Hagrid,GPE
Ron,PERSON
Hagrid,GPE
McGonagall,PERSON
Flitwick,PERSON
Harry,PERSON
Wood,ORG
Wood,ORG
fifth-year,DATE
Flitwick’s,FAC
two,CARDINAL
McGonagall,PERSON
Wood,ORG
Harry,PERSON
McGonagall,PERSON
Peeves,ORG
bin,ORG
McGonagall,PERSON
two,CARDINAL
168,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Potter,PERSON
Oliver Wood,PERSON
Seeker,PERSON
Wood,ORG
McGonagall,PERSON
first,ORDINAL
Potter,PERSON
Harry,PERSON
fifty-foot,QUANTITY
McGonagall,PERSON
Wood,ORG
Charlie Weasley,PERSON
Quidditch,NORP
Potter,PERSON
Wood,ORG
McGonagall,ORG
Seeker,PERSON
Wood,ORG
Harry,PERSON
Nimbus Two Thousand,ORG
Seven,CARDINAL
Dumbledore,PERSON
first-year,DATE
last year,DATE
169,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Slytherin,ORG
Severus Snape,ORG
weeks,DATE
McGonagall,PERSON
Harry,PERSON
Potter,PERSON
Quidditch,NORP
Harry,PERSON
Ron,PERSON
McGonagall,PERSON
Ron,PERSON
Seeker,PERSON
first years,DATE
House,ORG
Harry,PERSON
Ron,PERSON
Harry,PERSON
next week,DATE
Harry,PERSON
Wood,ORG
Fred,PERSON
George Weasley,PERSON
Harry,PERSON
170,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
George,PERSON
Quidditch Cup,EVENT
this year,DATE
Fred,PERSON
Charlie,PERSON
this year,DATE
"Harry, Wood",ORG
Lee Jordan,PERSON
one,CARDINAL
Gregory,ORG
Smarmy,ORG
our first week,DATE
George,PERSON
Malfoy,PERSON
Crabbe and Goyle,ORG
Potter,PERSON
Harry,PERSON
Crabbe and Goyle,ORG
Malfoy,PERSON
Tonight,TIME
Wizard,PERSON
Ron,PERSON
second,ORDINAL
Malfoy,PERSON
Crabbe and Goyle,ORG
171,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Malfoy,PERSON
Ron,PERSON
Harry,PERSON
Harry,PERSON
second,ORDINAL
second,ORDINAL
Ron,PERSON
Harry,PERSON
Ron,PERSON
Hermione Granger,PERSON
Ron,PERSON
Harry,PERSON
Malfoy,PERSON
Ron muttered,PERSON
night,TIME
Gryffindor,PERSON
172,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Harry,PERSON
Ron,PERSON
the day,DATE
Harry,PERSON
Dean,PERSON
Seamus,GPE
Neville,GPE
Ron,PERSON
Filch,PERSON
Norris,PERSON
Harry,PERSON
today,DATE
Malfoy’s,PERSON
Malfoy,PERSON
Half-past eleven,DATE
Ron muttered,PERSON
Gryffindor,PERSON
Harry,PERSON
Hermione Granger,PERSON
Ron,PERSON
173,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Harry,PERSON
Ron,PERSON
Hermione,PERSON
Ron,PERSON
Gryffindor,GPE
Slytherin,ORG
House Cup,EVENT
McGonagall,PERSON
Spells,ORG
tomorrow,DATE
Gryffindor Tower,FAC
Ron,PERSON
Hermione,ORG
174,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Filch,PERSON
three,CARDINAL
Ron,PERSON
Harry,PERSON
Norris,PERSON
Ron,PERSON
Norris,PERSON
Neville,GPE
Neville,GPE
Harry,PERSON
Neville,ORG
about a minute,TIME
Neville,GPE
175,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Neville,ORG
the Bloody Baron’s,ORG
Ron,PERSON
Hermione,PRODUCT
Neville,GPE
Curse,PERSON
Ron,PERSON
the Curse of the Bogies,WORK_OF_ART
Harry,PERSON
Harry,PERSON
Filch,ORG
Norris,PERSON
third,ORDINAL
Harry,PERSON
Malfoy,PERSON
Ron,PERSON
Harry,PERSON
Malfoy,PERSON
176,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Filch,PERSON
Norris,PERSON
Harry,PERSON
three,CARDINAL
Filch,ORG
Neville,ORG
Filch,ORG
Harry,PERSON
Filch,ORG
Neville,PERSON
Ron,PERSON
RUN,ORG
Harry,PERSON
four,CARDINAL
Filch,PERSON
one,CARDINAL
Harry,PERSON
Harry,PERSON
Neville,PERSON
Hermione,ORG
177,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Gryffindor Tower,FAC
Ron,PERSON
Malfoy,PERSON
Hermione,PERSON
Harry,PERSON
Malfoy,PERSON
Harry,PERSON
more than a dozen,CARDINAL
Peeves,ORG
Peeves,ORG
Peeves,ORG
midnight,TIME
Ickle Firsties,ORG
Peeves,ORG
Filch,PERSON
Peeves,ORG
Ron,PERSON
178,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
CHARMS,ORG
Peeves,ORG
Ron,PERSON
Filch,ORG
Peeves,ORG
Harry’s,PERSON
Peeves,ORG
Filch,PERSON
Peeves,ORG
Haaaaaa,PERSON
Peeves,ORG
Filch,PERSON
179,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Harry,PERSON
Neville,GPE
Neville,PERSON
Harry’s,PERSON
last minute,TIME
Harry,PERSON
third,ORDINAL
three,CARDINAL
Three,CARDINAL
three,CARDINAL
three,CARDINAL
six,CARDINAL
Harry,PERSON
Harry,PERSON
Filch,ORG
Filch,PERSON
Harry,PERSON
180,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
seventh,ORDINAL
Harry,PERSON
Neville,ORG
Ron,PERSON
Harry,PERSON
Ron,PERSON
181,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Hermione,ORG
Harry,PERSON
Hagrid,GPE
Gringotts,PERSON
Harry,PERSON
seven hundred,CARDINAL
thirteen,CARDINAL
182,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
10,CARDINAL
Malfoy,PERSON
Harry,PERSON
Ron,PERSON
the next day,DATE
next morning,TIME
Harry,PERSON
Ron,PERSON
three,CARDINAL
Harry,PERSON
Ron,PERSON
Gringotts,PERSON
Ron,PERSON
Harry,PERSON
about two inches,QUANTITY
183,CARDINAL
Harry Potter,PERSON
the Philosophers Stone -J.K.,ORG
Neville,PERSON
Hermione,PERSON
Neville,ORG
Hermione,PERSON
Harry,PERSON
Ron,PERSON
Malfoy,PERSON
about a week later,DATE
the Great Hall,FAC
six,CARDINAL
Harry,PERSON
Harry,PERSON
first,ORDINAL
TABLE,ORG
Nimbus,ORG
Two Thousand,CARDINAL
Oliver Wood,PERSON
tonight,TIME
Quidditch,PERSON
"seven 
o’clock",TIME
first,ORDINAL
M. McGonagall,PERSON
Harry,PERSON
Ron,PERSON
184,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Two Thousand,CARDINAL
Ron,PERSON
first,ORDINAL
Crabbe and Goyle,ORG
Malfoy,PERSON
Harry,PERSON
Harry,PERSON
Potter,GPE
first years,DATE
Ron,PERSON
Nimbus,GPE
Malfoy,PERSON
Comet Two Sixty,WORK_OF_ART
Ron,PERSON
Harry,PERSON
Nimbus,ORG
Weasley,PERSON
half,CARDINAL
Malfoy,PERSON
Ron,PERSON
Flitwick,PERSON
Malfoy’s,PERSON
Malfoy,PERSON
Flitwick,PERSON
Harry,PERSON
McGonagall,PERSON
Potter,PERSON
185,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Two Thousand,CARDINAL
Harry,PERSON
Malfoy,PERSON
Malfoy,PERSON
Harry,PERSON
Ron,PERSON
Malfoy’s,PERSON
Harry,PERSON
Neville’s Remembrall,FAC
Harry’s,PERSON
Harry,PERSON
n’t,GPE
Ron,PERSON
Harry,PERSON
that day,DATE
Quidditch,PERSON
that evening,TIME
Ron,PERSON
the Nimbus Two Thousand,ORG
Ron,PERSON
Harry’s,PERSON
Harry,PERSON
186,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Nimbus,ORG
Two Thousand,CARDINAL
seven o’clock,TIME
Harry,PERSON
Quidditch,PERSON
Hundreds,CARDINAL
three,CARDINAL
Harry,PERSON
Muggle,PRODUCT
fifty feet,QUANTITY
Wood,ORG
Harry,PERSON
The Nimbus Two Thousand,ORG
Potter,PERSON
Oliver Wood,PERSON
Harry,PERSON
Wood,ORG
McGonagall,NORP
this evening,TIME
three,CARDINAL
four,CARDINAL
Wood,ORG
Quidditch,PERSON
seven,CARDINAL
Three,CARDINAL
187,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Three Chasers,WORK_OF_ART
Harry,PERSON
Wood,ORG
Quaffle,PERSON
Wood,ORG
Quaffle,GPE
Ten,CARDINAL
The Chasers,WORK_OF_ART
Quaffle,PERSON
Harry,PERSON
six,CARDINAL
Wood,ORG
Harry,PERSON
Three Chasers,ORG
one,CARDINAL
Keeper,PERSON
Harry,PERSON
three,CARDINAL
Wood,ORG
Harry,PERSON
Bludgers,ORG
two,CARDINAL
Bludgers,ORG
Harry,PERSON
two,CARDINAL
Harry,PERSON
188,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Harry,PERSON
one,CARDINAL
Bludgers,ORG
Harry,PERSON
Harry,PERSON
Wood,ORG
Bludger,PRODUCT
Bludgers,ORG
two,CARDINAL
Weasley,PERSON
Bludgers,ORG
Three Chasers,ORG
Quaffle,GPE
Keeper,PERSON
Beaters,ORG
Bludgers,ORG
Harry,PERSON
Wood,ORG
Bludgers,ORG
Harry,PERSON
Never at Hogwarts,WORK_OF_ART
Seeker,PERSON
Quaffle,PERSON
Bludgers,ORG
189,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Weasleys,PERSON
Bludgers,ORG
Bludgers,ORG
fourth,ORDINAL
Quaffle,PERSON
Bludgers,ORG
Wood,ORG
the Golden Snitch,FAC
Seeker,PERSON
"the Chasers, Beaters,",ORG
Bludgers,ORG
’s Seeker,PERSON
Snitch,ORG
hundred and fifty,CARDINAL
Seekers,PERSON
Snitch,ORG
"three 
months",DATE
Harry,PERSON
Snitch,ORG
Wood,ORG
a few minutes later,TIME
Harry,PERSON
Wood,ORG
Harry,PERSON
190,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Harry,PERSON
Wood,ORG
half an hour,TIME
this year,DATE
Wood,ORG
Charlie Weasley,PERSON
England,GPE
Quidditch,NORP
three,CARDINAL
Harry,PERSON
two months,DATE
Privet Drive,FAC
Halloween,DATE
Flitwick,PERSON
Charms,ORG
Neville,ORG
Flitwick,PERSON
Harry’s,PERSON
Seamus Finnigan,PERSON
Neville,GPE
Ron,PERSON
Hermione Granger,PERSON
Ron,PERSON
Hermione,PERSON
the day,DATE
Harry’s,PERSON
Flitwick,PERSON
191,CARDINAL
Harry Potter,PERSON
the Philosophers Stone - J.K. Rowling,ORG
Wizard Baruffio,PERSON
Harry,PERSON
Seamus,PERSON
Seamus,GPE
Harry,PERSON
Ron,PERSON
